Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,Alley,MoSold,YrSold,SaleType,SaleCondition,Exterior1st,Exterior2nd,Utilities,SalePrice
339,20,RL,47.0,14423.0,NAmes,IR1,Gtl,10,3,1908,2001,BrkFace,0.0,Ex,TA,TA,TA,No,Unf,764,372,329,Ex,Y,SBrkr,1849,0,2480,0,0,1,0,1,Ex,9,Mod,0,Gd,Detchd,1995.0,Unf,2,696,TA,Gd,Y,219,15,138,0,59,0,,,,,4,2010,WD,Normal,VinylSd,VinylSd,AllPub,276087.0
340,70,RM,76.0,9844.0,Somerst,IR1,Mod,10,8,1920,1966,,0.0,Gd,Gd,TA,Gd,No,GLQ,298,113,521,Ex,Y,SBrkr,759,600,4425,1,0,1,1,5,TA,5,Mod,2,,Detchd,1980.0,RFn,1,559,TA,TA,Y,238,146,24,0,73,0,,,,,7,2009,New,Normal,VinylSd,VinylSd,AllPub,369008.0
341,70,RM,69.0,10017.0,OldTown,IR1,Sev,5,5,1933,1950,Stone,100.0,Fa,TA,TA,Gd,No,GLQ,249,831,1556,TA,Y,SBrkr,1593,900,3809,0,1,3,1,5,TA,4,Mod,0,,Attchd,,Fin,2,391,TA,Gd,Y,105,287,170,0,65,0,,,,,5,2010,WD,Normal,Wd Sdng,VinylSd,AllPub,318444.0
342,60,RL,70.0,5010.0,OldTown,Reg,Mod,6,7,1935,1961,BrkFace,0.0,Ex,Gd,TA,TA,No,ALQ,259,869,260,Ex,Y,SBrkr,2071,1200,1943,1,0,3,1,3,Gd,8,Min1,0,Gd,Detchd,1995.0,RFn,2,858,TA,TA,Y,230,160,129,0,70,500,,,,Grvl,11,2009,WD,Normal,HdBoard,VinylSd,AllPub,193441.0
343,70,RL,47.0,9858.0,OldTown,IR1,Mod,4,3,1959,1991,BrkFace,,Gd,TA,TA,TA,No,GLQ,603,868,1984,Gd,Y,SBrkr,1348,900,4567,1,1,1,1,3,Gd,11,Mod,2,Gd,Attchd,2005.0,Fin,1,427,Gd,TA,Y,262,22,14,0,43,0,,,,,2,2010,WD,Normal,VinylSd,VinylSd,AllPub,332562.0
344,120,RL,66.0,8942.0,CollgCr,IR1,Mod,9,3,2007,1967,BrkFace,200.0,Gd,Gd,TA,TA,No,ALQ,421,25,1435,Gd,Y,SBrkr,773,0,3299,0,0,2,1,1,TA,3,Mod,2,Gd,Detchd,1980.0,RFn,0,576,TA,Gd,P,272,135,103,0,103,0,,,,,10,2007,WD,Abnorml,VinylSd,VinylSd,AllPub,287109.0
345,70,RM,49.0,5396.0,CollgCr,IR1,Mod,6,4,1972,1967,BrkFace,100.0,Ex,Fa,TA,Gd,Gd,ALQ,1107,365,1275,Ex,N,SBrkr,867,1200,929,1,1,1,0,2,Gd,8,Mod,0,TA,Attchd,1995.0,Fin,2,724,TA,Gd,Y,340,137,184,0,149,500,,,,,2,2006,WD,Normal,Wd Sdng,Wd Sdng,AllPub,185492.0
346,60,RL,51.0,7868.0,Somerst,IR1,Mod,4,8,1908,1994,,100.0,Fa,Fa,Gd,TA,No,GLQ,503,132,1952,TA,Y,SBrkr,606,0,3900,1,0,1,0,2,TA,9,Typ,0,,Attchd,2005.0,Unf,0,886,,TA,N,192,28,45,0,7,0,,,,,3,2007,New,Normal,HdBoard,Wd Sdng,AllPub,280128.0
347,20,RL,67.0,11935.0,CollgCr,IR1,Gtl,4,4,1920,1953,BrkFace,200.0,Gd,Fa,Gd,TA,No,GLQ,757,992,192,Ex,Y,SBrkr,1576,0,4485,0,1,1,0,5,Gd,9,Min1,0,Gd,Attchd,2005.0,Unf,0,93,TA,TA,N,291,114,20,0,90,0,,,,Grvl,5,2006,WD,Normal,HdBoard,Wd Sdng,AllPub,260419.0
348,20,RM,42.0,6176.0,CollgCr,IR1,Mod,10,8,1937,1971,Stone,100.0,TA,TA,TA,Gd,Mn,ALQ,959,331,521,TA,Y,SBrkr,1358,1200,1848,1,1,3,1,1,Ex,7,Min1,2,,Attchd,2005.0,Fin,2,424,Gd,TA,Y,73,24,24,0,104,0,,,,,11,2010,WD,Normal,HdBoard,HdBoard,AllPub,256596.0
349,60,RL,83.0,13199.0,Somerst,IR2,Gtl,4,4,2007,2009,,0.0,Ex,Gd,TA,TA,Mn,GLQ,347,600,109,Ex,Y,SBrkr,1449,900,990,1,1,3,1,5,Gd,3,Typ,0,TA,Attchd,,RFn,1,115,,TA,Y,340,81,51,0,106,500,,,,,4,2006,WD,Normal,Wd Sdng,HdBoard,AllPub,119532.0
350,120,RM,120.0,10326.0,Somerst,Reg,Gtl,9,5,1948,1985,BrkFace,100.0,Gd,Fa,Gd,TA,No,GLQ,182,811,402,Ex,N,SBrkr,1621,1200,1635,0,0,2,0,2,Ex,8,Mod,2,,Detchd,,RFn,3,136,TA,TA,Y,394,161,151,0,103,500,,,,,4,2007,WD,Normal,VinylSd,Wd Sdng,AllPub,248890.0
351,60,RL,79.0,8362.0,CollgCr,IR2,Gtl,7,7,1996,1950,,0.0,TA,Fa,TA,Gd,Av,ALQ,1068,906,122,Ex,Y,SBrkr,789,600,3427,1,1,2,0,4,Gd,6,Min1,1,Gd,Attchd,1980.0,,1,471,TA,TA,P,115,142,63,0,118,0,,MnPrv,,,5,2010,New,Normal,VinylSd,HdBoard,AllPub,297001.0
352,120,RL,49.0,8581.0,NAmes,Reg,Mod,8,5,1952,1983,BrkFace,0.0,Ex,TA,Gd,TA,No,Unf,540,313,1037,Gd,Y,SBrkr,620,1200,4095,0,0,1,0,3,Gd,5,Min1,1,,Attchd,1995.0,,0,751,TA,TA,Y,162,257,59,0,83,0,,,,,11,2006,WD,Normal,VinylSd,VinylSd,AllPub,303644.0
353,60,RL,65.0,11487.0,Somerst,Reg,Gtl,10,6,1987,1970,,100.0,Fa,Gd,Gd,TA,Av,GLQ,310,184,100,Gd,Y,FuseA,1373,1200,859,0,1,1,1,3,TA,8,Mod,0,,Attchd,2005.0,RFn,0,285,Gd,TA,Y,367,110,158,0,91,0,,MnPrv,Shed,,9,2010,WD,Abnorml,VinylSd,Wd Sdng,NoSeWa,180759.0
354,70,RL,39.0,5829.0,NAmes,Reg,Gtl,4,3,1960,1999,,0.0,TA,Gd,TA,TA,Mn,Unf,772,286,490,TA,Y,SBrkr,596,0,3288,1,0,3,1,5,TA,6,Mod,1,,Attchd,1980.0,Unf,0,668,Gd,Gd,P,139,158,53,0,93,0,,,,,12,2007,WD,Normal,HdBoard,VinylSd,AllPub,218028.0
355,70,RL,62.0,16518.0,OldTown,IR2,Sev,10,5,1971,1994,,200.0,TA,Fa,Ex,TA,No,GLQ,882,542,141,Ex,Y,,1253,900,2233,0,1,3,1,1,Gd,4,Typ,1,,Attchd,1980.0,Fin,2,635,TA,TA,P,52,207,118,0,136,0,,,,,1,2008,WD,Normal,Wd Sdng,Wd Sdng,AllPub,218372.0
356,120,RL,80.0,7016.0,NAmes,IR2,Sev,6,4,1975,1990,BrkFace,0.0,Fa,Fa,,TA,No,GLQ,301,88,263,Ex,Y,SBrkr,790,600,818,0,1,3,1,2,TA,8,Min1,2,Gd,Attchd,1995.0,Fin,1,326,TA,TA,Y,116,264,167,0,71,0,,,,,9,2009,WD,Normal,VinylSd,VinylSd,NoSeWa,137332.0
357,70,RM,82.0,7118.0,Somerst,IR2,Gtl,3,6,1930,1977,BrkFace,0.0,Gd,Fa,TA,TA,No,Unf,869,344,1726,TA,Y,SBrkr,1353,900,2287,1,0,2,0,5,TA,11,Min1,0,,Detchd,2005.0,Unf,3,801,TA,TA,Y,364,222,46,0,74,0,,,,,4,2008,WD,Normal,HdBoard,VinylSd,AllPub,216277.0
358,120,RL,49.0,12916.0,Somerst,Reg,Sev,7,5,1943,2000,Stone,200.0,Ex,Gd,TA,TA,No,,499,362,459,Ex,Y,FuseA,1748,900,790,0,1,2,0,2,Gd,9,Min1,0,Gd,Attchd,1980.0,RFn,0,509,TA,TA,Y,250,206,82,0,132,0,,,,Grvl,9,2009,WD,Normal,Wd Sdng,HdBoard,AllPub,165253.0
359,120,RL,76.0,11350.0,OldTown,Reg,Mod,6,3,1928,1991,Stone,0.0,TA,TA,Gd,TA,Mn,Unf,153,407,1339,Gd,Y,FuseA,1188,600,2237,1,1,3,0,5,TA,3,Mod,1,Gd,Detchd,1980.0,RFn,3,876,TA,TA,Y,267,2,44,0,85,500,,,,,7,2006,WD,Normal,VinylSd,HdBoard,AllPub,236117.0
360,70,RL,93.0,13328.0,Somerst,IR2,Gtl,6,5,1903,1983,,,Ex,Fa,TA,TA,No,GLQ,160,693,1747,TA,Y,SBrkr,1591,900,1249,0,1,3,1,1,TA,8,Typ,2,TA,Detchd,,Unf,0,557,TA,TA,Y,399,215,79,0,88,500,,,,,8,2008,WD,Partial,Wd Sdng,Wd Sdng,AllPub,191457.0
361,70,RL,105.0,12256.0,OldTown,IR1,Sev,4,5,1919,1974,BrkFace,0.0,Ex,Gd,Gd,Gd,Av,ALQ,758,392,721,TA,Y,SBrkr,1841,1200,1455,1,1,1,1,1,TA,10,Mod,0,TA,Detchd,1995.0,,1,776,Gd,TA,Y,52,122,40,0,25,500,,,,,10,2006,WD,Normal,Wd Sdng,VinylSd,AllPub,143694.0
362,120,RM,56.0,10026.0,CollgCr,Reg,Sev,10,7,1937,1953,Stone,200.0,Gd,Gd,Ex,TA,Gd,GLQ,299,822,1985,Ex,Y,SBrkr,1928,600,3948,0,0,1,0,3,Ex,7,Min1,1,TA,Detchd,1980.0,RFn,3,527,TA,TA,Y,32,86,94,0,1,0,,,,Grvl,5,2006,WD,Normal,Wd Sdng,VinylSd,AllPub,410858.0
363,120,RL,53.0,6106.0,NAmes,IR1,Mod,3,6,1932,1955,BrkFace,100.0,Ex,TA,TA,TA,No,GLQ,682,813,1155,TA,Y,SBrkr,858,600,2574,1,0,2,1,5,TA,6,Mod,0,TA,Attchd,2005.0,Fin,0,370,TA,TA,Y,22,47,56,0,66,0,,,,,10,2010,WD,Normal,HdBoard,VinylSd,AllPub,181846.0
364,20,RL,71.0,7771.0,Somerst,IR2,Gtl,7,8,1902,1972,BrkFace,100.0,Fa,Gd,TA,TA,Av,Unf,682,785,652,TA,Y,SBrkr,954,900,1954,0,1,2,0,3,Gd,5,Typ,1,TA,,1995.0,Fin,3,279,TA,TA,Y,248,15,119,0,145,500,,,Shed,,7,2008,WD,Normal,Wd Sdng,VinylSd,AllPub,201142.0
365,70,RL,11.0,9505.0,OldTown,Reg,Mod,4,4,1964,2008,BrkFace,100.0,TA,Fa,Ex,TA,No,ALQ,444,997,1548,Ex,Y,SBrkr,982,0,1043,1,0,1,1,4,Gd,9,Mod,2,Gd,Detchd,,RFn,0,206,Gd,Gd,Y,227,94,100,0,59,0,,MnPrv,,,7,2010,WD,Normal,HdBoard,HdBoard,AllPub,114218.0
366,20,RL,59.0,8909.0,Somerst,Reg,Mod,3,5,1955,1966,BrkFace,0.0,TA,TA,Gd,,No,Unf,448,754,729,TA,Y,SBrkr,572,0,2789,1,0,1,0,1,Ex,9,Typ,2,Gd,Attchd,1995.0,Fin,3,42,Gd,TA,Y,184,95,56,0,102,0,,,,,6,2006,WD,Normal,HdBoard,Wd Sdng,AllPub,219530.0
367,20,RL,65.0,4838.0,CollgCr,IR2,Gtl,4,8,1960,1960,BrkFace,200.0,Gd,Fa,TA,TA,Mn,ALQ,456,202,1737,Ex,Y,SBrkr,1066,600,1619,0,0,2,1,1,Gd,7,Mod,1,TA,Attchd,1995.0,RFn,2,431,TA,,Y,228,64,46,0,102,0,,,,,5,2009,WD,Normal,HdBoard,VinylSd,AllPub,207375.0
368,70,RL,61.0,12250.0,CollgCr,Reg,Gtl,10,3,1995,1962,,0.0,TA,TA,Gd,TA,No,GLQ,527,31,1620,Ex,Y,SBrkr,733,600,3529,1,0,1,1,4,TA,3,Mod,0,Gd,Attchd,1995.0,Unf,3,804,,TA,Y,328,19,9,0,12,500,,MnPrv,,Grvl,10,2006,New,Normal,VinylSd,VinylSd,AllPub,384144.0
369,20,RM,38.0,15053.0,CollgCr,Reg,Sev,8,5,1963,1961,Stone,100.0,Ex,Fa,Ex,TA,Mn,Unf,103,976,1385,TA,Y,SBrkr,1366,1200,2589,0,0,1,1,5,TA,5,Typ,1,Gd,,2005.0,Fin,3,614,TA,TA,Y,224,111,86,0,139,0,,MnPrv,,,6,2006,WD,Normal,HdBoard,Wd Sdng,AllPub,276575.0
370,70,RL,65.0,13894.0,OldTown,IR2,Sev,5,8,1909,1989,Stone,100.0,Fa,Fa,Gd,TA,No,Unf,1065,705,93,Ex,N,SBrkr,1368,0,2467,1,1,2,0,4,Gd,7,Typ,0,Gd,Detchd,,RFn,0,342,TA,TA,Y,48,147,166,0,74,500,,,,,9,2009,WD,Partial,VinylSd,HdBoard,AllPub,198687.0
371,120,RL,54.0,6599.0,CollgCr,IR2,Mod,10,7,1976,1978,,200.0,Ex,Fa,Ex,TA,No,GLQ,1019,74,1884,Gd,Y,SBrkr,651,600,2654,0,1,1,0,3,TA,7,Mod,1,TA,Attchd,1980.0,Unf,0,615,TA,TA,Y,122,282,129,0,100,0,,,,,6,2006,WD,Normal,VinylSd,VinylSd,AllPub,283411.0
372,20,RL,85.0,10207.0,Somerst,Reg,Mod,4,3,1944,2000,Stone,,Ex,Fa,TA,TA,No,Unf,114,423,838,TA,Y,FuseA,866,900,3808,0,1,2,1,3,TA,7,Mod,0,,Attchd,1980.0,RFn,2,455,TA,TA,Y,70,133,172,0,121,0,,,Shed,,9,2009,WD,Normal,HdBoard,VinylSd,AllPub,277500.0
373,70,RL,52.0,4732.0,CollgCr,IR1,Mod,6,3,1931,1976,Stone,100.0,Gd,TA,TA,TA,No,Unf,1170,916,1149,TA,Y,SBrkr,1391,600,4455,1,1,3,1,5,TA,4,Min1,1,,Attchd,1995.0,RFn,2,4,TA,TA,N,182,100,76,0,138,0,,,,,8,2009,New,Partial,VinylSd,HdBoard,AllPub,349101.0
374,60,RL,64.0,14869.0,OldTown,Reg,Gtl,8,6,2000,1997,Stone,0.0,TA,Gd,Gd,TA,No,Unf,751,242,1413,Gd,N,SBrkr,1672,900,3283,0,1,1,0,4,Gd,7,Mod,1,Gd,Attchd,,Fin,1,471,TA,,Y,175,221,13,0,70,500,,MnPrv,,,2,2006,WD,Normal,VinylSd,HdBoard,AllPub,285626.0
375,120,RL,65.0,5004.0,CollgCr,IR2,Gtl,3,8,1962,1970,BrkFace,100.0,Fa,Gd,TA,Gd,No,Unf,309,341,836,Ex,N,SBrkr,1445,0,1209,1,1,2,1,2,Gd,4,Typ,1,,Detchd,2005.0,Unf,2,82,Gd,TA,Y,275,131,124,0,134,0,,,,,12,2010,WD,Normal,VinylSd,VinylSd,AllPub,146216.0
376,120,RL,81.0,10129.0,NAmes,IR1,Gtl,9,6,1991,1968,,,Gd,Gd,TA,Gd,Mn,ALQ,625,909,1424,Ex,Y,SBrkr,1873,1200,2305,1,1,2,1,1,Gd,11,Min1,1,Gd,Attchd,1995.0,Unf,3,64,TA,TA,P,398,212,56,0,49,0,,,,,7,2009,WD,Normal,HdBoard,Wd Sdng,AllPub,296781.0
377,70,FV,19.0,12693.0,CollgCr,IR2,Mod,5,6,1947,1962,BrkFace,0.0,Gd,TA,TA,Gd,Gd,Unf,494,312,1336,Ex,Y,SBrkr,2076,900,3161,1,0,1,1,1,Gd,4,Min1,0,Gd,,1995.0,Fin,0,727,,TA,N,164,74,67,0,2,500,,,,,11,2006,WD,Normal,Wd Sdng,HdBoard,AllPub,228677.0
378,70,RL,63.0,13192.0,OldTown,Reg,Sev,5,5,1981,1977,,0.0,Fa,TA,TA,TA,Mn,ALQ,191,649,1320,TA,Y,FuseA,2193,0,1526,1,1,2,1,2,TA,10,Typ,2,,Attchd,1995.0,,2,107,TA,TA,Y,115,14,55,0,147,500,,,,,12,2007,WD,Normal,VinylSd,VinylSd,AllPub,202507.0
379,70,RL,85.0,9929.0,OldTown,IR1,Mod,6,6,2006,1986,Stone,200.0,Fa,TA,Gd,Gd,No,,352,993,1119,Gd,Y,SBrkr,920,0,1521,1,1,1,1,3,TA,8,Typ,0,Gd,Attchd,1995.0,Fin,0,31,Gd,TA,Y,338,19,46,0,78,0,,,,,1,2006,WD,Abnorml,HdBoard,HdBoard,AllPub,190867.0
380,70,RL,63.0,5839.0,Somerst,IR1,Gtl,6,3,1978,1967,Stone,200.0,Fa,TA,Ex,TA,No,Unf,460,827,150,Ex,Y,SBrkr,1451,1200,1859,1,1,1,0,1,TA,4,Typ,0,TA,Attchd,1980.0,Unf,2,545,TA,Gd,Y,383,126,45,0,43,0,,,,,8,2006,WD,Normal,HdBoard,Wd Sdng,AllPub,216876.0
381,70,RL,39.0,8688.0,OldTown,Reg,Sev,7,7,1968,1974,Stone,0.0,Ex,Fa,,TA,Av,ALQ,464,537,651,TA,Y,SBrkr,2028,600,3645,0,0,3,0,5,Gd,11,Min1,1,,Detchd,2005.0,Fin,0,377,TA,TA,Y,231,29,51,0,113,0,,,,,6,2007,WD,Normal,HdBoard,HdBoard,AllPub,298264.0
382,20,RL,77.0,8263.0,OldTown,Reg,Sev,10,6,1900,1972,BrkFace,200.0,Fa,TA,TA,TA,No,Unf,195,66,735,TA,Y,SBrkr,1036,1200,2010,1,1,3,0,4,TA,4,Mod,1,,Detchd,1995.0,,1,429,TA,Gd,Y,165,298,148,0,84,0,,MnPrv,,,5,2008,New,Normal,HdBoard,HdBoard,AllPub,247508.0
383,120,RL,77.0,10002.0,CollgCr,IR2,Mod,3,3,1941,2007,Stone,,Fa,Fa,Gd,Gd,Av,GLQ,1152,994,1248,TA,Y,SBrkr,1804,1200,2965,0,1,3,1,2,TA,7,Typ,2,,Detchd,2005.0,RFn,0,329,TA,TA,Y,219,292,194,0,4,0,,,,,2,2006,WD,Normal,HdBoard,VinylSd,AllPub,204059.0
384,70,RL,65.0,12044.0,CollgCr,IR1,Gtl,6,8,1947,1977,,100.0,TA,Fa,TA,TA,Av,,289,152,1358,Gd,Y,SBrkr,590,1200,2502,0,1,2,1,1,Gd,11,Mod,0,TA,Detchd,1980.0,RFn,2,127,,TA,Y,138,12,124,0,17,500,,MnPrv,,,6,2009,New,Partial,Wd Sdng,Wd Sdng,AllPub,233017.0
385,120,RM,47.0,10923.0,NAmes,IR2,Gtl,8,7,2009,1971,BrkFace,200.0,Gd,TA,Ex,TA,Mn,GLQ,354,184,1717,Gd,Y,SBrkr,757,0,2704,0,0,1,1,2,Gd,4,Mod,0,,Attchd,2005.0,Unf,2,69,,TA,Y,150,135,58,0,129,0,,MnPrv,,,2,2009,WD,Normal,Wd Sdng,Wd Sdng,AllPub,305143.0
386,70,RM,55.0,16924.0,OldTown,IR1,Gtl,5,4,1997,2010,BrkFace,100.0,Fa,Fa,,TA,No,Unf,708,914,1954,Gd,Y,SBrkr,2141,1200,1598,1,0,1,1,1,Ex,11,Min1,2,TA,Attchd,,,0,9,TA,TA,Y,91,164,181,0,49,0,,,,,10,2010,New,Partial,Wd Sdng,Wd Sdng,AllPub,200619.0
387,60,RL,64.0,10920.0,Somerst,IR2,Mod,5,6,1979,1957,,100.0,Gd,Gd,Ex,TA,No,GLQ,10,809,925,TA,Y,SBrkr,1091,0,3044,0,0,1,0,4,Gd,11,Min1,2,,Attchd,1995.0,Fin,1,493,TA,TA,Y,238,112,198,0,35,0,,MnPrv,,,3,2007,WD,Normal,VinylSd,Wd Sdng,AllPub,245024.0
388,20,RL,52.0,7969.0,CollgCr,Reg,Mod,7,8,1979,1954,BrkFace,0.0,Ex,TA,Ex,TA,Gd,ALQ,926,925,1008,TA,Y,SBrkr,919,0,1007,0,1,3,1,5,TA,4,Typ,0,TA,,1995.0,Unf,2,268,TA,TA,Y,139,137,152,0,68,0,,MnPrv,Shed,,4,2009,WD,Partial,HdBoard,HdBoard,AllPub,167499.0
389,70,RL,32.0,14603.0,CollgCr,IR2,Gtl,7,4,1920,1980,Stone,0.0,Ex,Fa,TA,,Av,ALQ,261,687,1487,Ex,Y,SBrkr,585,0,2724,0,0,3,1,3,Ex,11,Mod,0,,Attchd,1980.0,,3,671,TA,TA,Y,299,23,152,0,49,0,Ex,MnPrv,,,12,2009,WD,Normal,VinylSd,HdBoard,AllPub,282342.0
390,120,RL,55.0,8149.0,OldTown,Reg,Sev,8,6,1938,1974,Stone,0.0,TA,Gd,Ex,TA,No,GLQ,863,365,1114,Gd,Y,SBrkr,798,1200,3701,1,1,1,0,1,Gd,11,Typ,0,,Detchd,1995.0,Fin,0,77,TA,TA,Y,93,233,90,0,127,500,,,,,1,2006,WD,Normal,VinylSd,VinylSd,AllPub,275244.0
391,20,FV,69.0,9745.0,CollgCr,Reg,Sev,7,4,1999,1960,Stone,0.0,Ex,TA,Gd,TA,Gd,ALQ,904,975,878,Gd,Y,SBrkr,1211,0,1977,0,0,2,1,2,TA,3,Min1,2,TA,,1980.0,RFn,2,17,TA,,Y,130,13,128,0,53,0,,,,,7,2006,WD,Normal,VinylSd,VinylSd,AllPub,228956.0
392,70,RL,60.0,9454.0,NAmes,IR1,Mod,8,7,1961,2005,,0.0,Fa,Gd,Gd,TA,No,ALQ,481,607,1723,Gd,N,SBrkr,550,900,1520,1,0,3,1,4,TA,11,Min1,1,TA,Attchd,2005.0,RFn,0,291,TA,,Y,291,107,172,0,57,0,,,,,2,2006,WD,Normal,Wd Sdng,VinylSd,AllPub,238960.0
393,60,RM,68.0,4501.0,OldTown,IR1,Mod,4,6,1915,1952,Stone,0.0,Fa,Fa,Gd,TA,No,,1095,844,381,TA,Y,SBrkr,2045,0,1014,1,0,3,1,5,Gd,7,Min1,1,,Attchd,1980.0,Unf,0,493,,TA,Y,149,273,110,0,68,0,,,,,10,2006,WD,Normal,Wd Sdng,Wd Sdng,AllPub,131565.0
394,20,RL,72.0,9731.0,Somerst,Reg,Mod,3,6,1968,1985,Stone,200.0,TA,TA,Gd,TA,Av,GLQ,961,59,346,TA,Y,SBrkr,1386,900,4003,1,1,3,0,3,TA,8,Min1,0,TA,Attchd,1980.0,Fin,2,745,TA,,Y,91,195,61,0,111,500,,,,,8,2006,WD,Partial,HdBoard,Wd Sdng,AllPub,278571.0
395,70,RM,88.0,9768.0,CollgCr,IR2,Gtl,4,6,1972,1963,BrkFace,0.0,Ex,Gd,TA,TA,,Unf,257,2,1481,Gd,Y,SBrkr,760,0,1260,0,1,3,1,2,TA,7,Typ,0,TA,Detchd,2005.0,Fin,1,178,Gd,TA,Y,83,36,26,0,16,500,,,,,7,2009,WD,Normal,HdBoard,VinylSd,AllPub,176129.0
396,120,RL,114.0,8409.0,Somerst,IR2,Gtl,10,3,1995,1971,,0.0,TA,Fa,TA,Gd,No,ALQ,835,579,1322,TA,Y,SBrkr,740,600,1631,1,0,2,0,1,TA,9,Mod,2,,Attchd,1995.0,Unf,1,229,TA,TA,Y,369,117,40,0,114,0,,,,,12,2006,WD,Normal,Wd Sdng,HdBoard,NoSeWa,246649.0
397,70,RM,85.0,8584.0,CollgCr,Reg,Mod,9,8,1952,2005,Stone,0.0,Ex,TA,,TA,Av,GLQ,483,723,953,TA,Y,SBrkr,1142,600,2036,1,1,1,0,1,Gd,5,Typ,2,TA,Attchd,2005.0,Fin,0,825,,TA,Y,34,104,142,0,130,0,,,Shed,Grvl,12,2008,WD,Normal,HdBoard,VinylSd,AllPub,242814.0
398,120,RL,42.0,6092.0,Somerst,IR1,Gtl,6,3,1960,1996,BrkFace,0.0,TA,Gd,TA,Gd,No,Unf,191,125,476,Gd,Y,SBrkr,670,900,2267,1,0,3,1,4,Gd,3,Mod,2,Gd,Detchd,1980.0,,3,231,TA,Gd,Y,131,190,47,0,96,0,,,,,8,2010,WD,Normal,Wd Sdng,HdBoard,AllPub,208713.0
399,70,RM,17.0,9180.0,OldTown,Reg,Mod,9,4,1986,1952,BrkFace,0.0,Ex,Gd,Gd,TA,Av,GLQ,1197,683,464,TA,Y,SBrkr,1243,0,762,0,1,3,1,4,Gd,11,Mod,1,Gd,Attchd,1980.0,,3,830,TA,TA,Y,232,88,48,0,32,0,,,Shed,,5,2009,WD,Normal,VinylSd,VinylSd,AllPub,201066.0
400,70,RL,68.0,14057.0,Somerst,Reg,Gtl,8,3,1993,2009,Stone,0.0,Ex,Fa,TA,Gd,No,GLQ,632,486,848,TA,Y,SBrkr,1230,0,1814,0,1,3,1,5,TA,4,Typ,1,,Attchd,2005.0,Unf,3,510,TA,TA,Y,15,101,157,0,138,500,,,,,2,2006,,Normal,HdBoard,HdBoard,AllPub,226781.0
